Text,Type
about a veterinary student abandons his studies after his parents are killed and joins a traveling circus as their vet,Plot
second movie in the trilogy of the lord of the rings,Relationship
there s a high tech war going on between cats and dogs that humans do n t know about,Plot
caretaker has a very ugly face,Plot
silly comedy,Genre
takes place in mid evil times,Plot
sylvester stallone jason statham mickey rourke jet li bruce willis,Actor
a charismatic pirate on the trail of eternal youth,Plot
blended the old west with th galactic future that involved saloon and space weapon armbands,Plot
a remote hotel featuring a typewriter with the words,Plot
all work and no play make jack a dull boy,Quote
classic science fiction film,Genre
open the pod bay doors,Quote
perennial,Opinion
an elderly miser learning the error of his ways thanks to three ghostly visitations,Plot
popular dc comic,Origin
main hero is able to use and perfect telekinesis through the use of a ring,Plot
samurai,Genre
loosely based on shakespeare s king lear,Origin
makes fun of all the new teen craze movies,Plot
man who gets taught the lessons of dirty politics on the campaign trail,Plot
couple who ends up living on a free love commune,Plot
hippie named ned who is trying to raise rent money to return to the farm he lived on prior to going to prison,Plot
a group of california teenagers that are into drugs sex and rock n roll,Plot
he wants revenge for his wife and child,Plot
southern prostitute and her husband who steal a bunch of cocaine from her pimp,Plot
the group of guys are involved in a jewelry heist,Plot
barbara stanwyck john boles,Actor
anne shirley,Actor
involves a woman marrying and he tries to change her,Plot
about a wife who loses all memory of her husband,Plot
epic tolkien trilogy,Plot
she played a knock off of mary poppins,Plot
about animals in a zoo that are trying to escape,Plot
sequel to evil dead,Relationship
gets sent back in time and has to fight a bunch of zombies,Plot
marvel s comic book,Origin
motorcycle riding chain whipping hero,Plot
animated family film,Genre
penguin born without the ability to sing but with a talent for dancing,Plot
fiction,Genre
billionaire who builds a coat of armor to fight enemies,Plot
jason statham jet li jean claude van damme bruce willis arnold schwarzenegger chuck norris terry crews,Actor
set in world war ii about a german man,Plot
who helps the jews,Plot
super popular,Opinion
three of four brothers die in the war,Plot
marcus nispel,Director
rachel nichols,Actor
third film in a series,Relationship
two stoner buddies,Plot
harry potter,Character_Name
dementors are on the move searching for the escapee from prison who ends up in the end being harry s godfather,Plot
tiny creature,Plot
dr seuss s stories,Origin
tries to save nature from evil,Plot
about a young boy who befriends an alien,Plot
about the silverbacks,Plot
a hit man whose son catches him in the act,Plot
a man and woman from two feuding gangs in new york fall in love and have to deal with the problems it causes,Plot
two bounty hunters who try to beat a third before they find buried treasure,Plot
he is one of santa s little helpers,Plot
he runs into a bunch of cars,Plot
has this relationship in new york,Plot
world war ii movie,Genre
helped jews escape a concentration camp,Plot
black and white political satire,Genre
teri garr,Actor
about aliens that featured devil s tower,Plot
steven jay russell,Character_Name
hero in a green wet suit,Plot
based on a board game,Origin
airline pilot with an alcohol problem,Plot
two wolves have to find their way home and in the process find themselves,Plot
a young woman meets a band of unlikely heroes,Plot
where a young woman must escape a tower and evil sorceress,Plot
aliens invading the earth,Plot
a lovely young woman falls in love with a horrendous monster,Plot
first film in a series,Relationship
based on best selling children s books,Origin
involve wizards,Plot
a six part movie epic,Relationship
follows the story of a princess white as snow and her sidekick hatchet armed savior that leads her through the dark woods,Plot
three guys who defraud the company they work for and hate,Plot
movie sequel,Relationship
deals with the italian mafia,Plot
mind bending,Opinion
takes place inside the mind,Plot
a post apocalyptic industrial town of giant machines that are constantly working,Plot
two men trying to make it in time for the birth of downey jr s child,Plot
segorney weaver,Actor
depicts her as a space marine,Plot
stallone,Actor
places him as a underdog boxer,Plot
star studded,Opinion
depicts a savage dog,Plot
based off a popular jonathan swift book,Origin
about two young people falling in love,Plot
falls in love with a wealthy woman while aboard a famous cruise ship,Plot
a 10 year old girl confronting a world of monsters and witches,Plot
what job does rick take over,Plot
other actors from the movie knocked,Relationship
taking on life after 39,Plot
based off a,Origin
best selling,Award
book by elizabeth gilbert,Origin
pre apocalyptic thriller,Genre
involving the consciousness of people being used to end the world,Plot
lauded,Opinion
best selling novel by yann martel,Origin
marvel movie,Director
miramax,Director
features the story of a photographer looking to expose a drug war just outside of rio de janero,Plot
about a rock band features an amplifier that can be turned up to eleven,Plot
the mob,Plot
adapted from a stephen king novel,Origin
a large saint bernard dog going vicious,Plot
based on a popular teen book series,Origin
spawned a legion if parodies about sparkly vampires,Relationship
based on the book by charles dickens,Origin
as he is cold and eventually sees the error of his ways and reforms himself,Plot
based on the play written by william shakespeare,Origin
covers the life of a prince from denmark dealing with his fathers murder,Plot
a masked killer trying to murder his long lost sister after his escape from a mental institution,Plot
a group they ca n t discuss with an outsiders,Plot
adapted from the play farragut north,Origin
explored the absurdities and contradictions of the vietnam war,Plot
taylor hackford,Director
a navy cadet become an aviator with the help from a tough sergeant and his girlfriend,Plot
a penguin s baby learn to dance,Plot
surely you ca n t be serious,Quote
oh i m serious but do n t call me shirley,Quote
an elaborate bank heist,Plot
martial arts wielding group of animals on a quest to stop an evil peacock,Plot
features a miserly old man who must learn lessons from a set of departed spirits,Plot
new test drug which helps the lead character to become a super genius,Plot
teenagers dressing up as superheros and fighting actual crime,Plot
one of their parents,Plot
mrs robinson if you do n t mind my saying so this conversation is getting a little strange,Quote
the cocaine drug trade in florida,Plot
a group of commandos searching for pow s in a south american rain forest,Plot
based on the classic literary story by lee harper,Origin
cast of sentient toys who were accidentally shipped to a thrift store trying to find the way back home before their owner goes away to college,Plot
a serial killer who acts according to the seven deadly sins,Plot
new view of a former president as an ax wielding hero fighting supernatural creatures,Plot
a female assassin that wakes up from a coma and seeks revenge against her former boss that betrayed her,Plot
a little girl looking for justice for her father that was murdered by a ruthless outlaw,Plot
demons trying to take over a coffee shop it is known for the old lady climbing the wall,Plot
doing the voice for 2 wolves who end up falling in love regardless of their pack order,Plot
involves two college students that move in to the same dorm resulting in a voilent ending,Plot
british american fantasy,Genre
gabriel,Character_Name
coming to save mankind from god s wraith,Plot
two laguna beach entrepreneurs a dirty dea agent,Plot
caught up in a grisly battle against the mexican baja cartel,Plot
world war i where a man s horse is sold to the cavalry,Plot
exotic birds in a foreign country that is fun and has a good message,Plot
